Time index,Year,Month,Day,Hour,Minute,Day of year,Minute of day,Time resolution_min,Load power_MW,Wind power_MW,PV power_MW,Hydropower output_MW,Pumped-storage generation_MW,Pumped-storage pumping_MW,Stored energy_MWh,Net load_MW,Curtailment_MW,Total supply_MW,Power deficit_MW,Power surplus_MW,Total supply with slack_MW,Power-balance error_MW,Power-deficit flag,TOU season code,General TOU period code,General TOU relative-price index,General TOU tariff_CNY_per_MWh,Yalong River proxy TOU period code,Yalong River proxy relative-price index,Yalong River proxy tariff_CNY_per_MWh,Tariff-policy applicability code
6271,2025,9,19,6,0,262,360,60,10004.26000000,450.78000000,0.39000000,9553.09000000,0.00000000,0.00000000,72.78000000,9553.09000000,0.00000000,10004.26000000,0.00000000,0.00000000,10004.26000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6272,2025,9,19,7,0,262,420,60,10202.65000000,473.85000000,330.74000000,9398.07000000,0.00000000,0.00000000,72.78000000,9398.07000000,0.00000000,10202.65000000,0.00000000,0.00000000,10202.65000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6273,2025,9,19,8,0,262,480,60,10369.61000000,493.68000000,889.24000000,8986.68000000,0.00000000,0.00000000,72.78000000,8986.68000000,0.00000000,10369.61000000,0.00000000,0.00000000,10369.61000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6274,2025,9,19,9,0,262,540,60,10453.16000000,509.39000000,1525.60000000,8418.17000000,0.00000000,0.00000000,72.78000000,8418.17000000,0.00000000,10453.16000000,0.00000000,0.00000000,10453.16000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6275,2025,9,19,10,0,262,600,60,10434.76000000,520.36000000,2014.38000000,7900.02000000,0.00000000,0.00000000,72.78000000,7900.02000000,0.00000000,10434.76000000,0.00000000,0.00000000,10434.76000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6276,2025,9,19,11,0,262,660,60,10342.60000000,526.30000000,2243.77000000,8393.46000000,0.00000000,820.94000000,795.21000000,7572.52000000,0.00000000,10342.60000000,0.00000000,0.00000000,10342.60000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6277,2025,9,19,12,0,262,720,60,10230.42000000,527.27000000,2321.75000000,8221.83000000,0.00000000,840.44000000,1534.80000000,7381.40000000,0.00000000,10230.42000000,0.00000000,0.00000000,10230.42000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6278,2025,9,19,13,0,262,780,60,10142.98000000,523.64000000,2301.20000000,8153.44000000,0.00000000,835.30000000,2269.86000000,7318.14000000,0.00000000,10142.98000000,0.00000000,0.00000000,10142.98000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6279,2025,9,19,14,0,262,840,60,10101.68000000,516.07000000,2044.69000000,8312.09000000,0.00000000,771.17000000,2948.50000000,7540.92000000,0.00000000,10101.68000000,0.00000000,0.00000000,10101.68000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6280,2025,9,19,15,0,262,900,60,10117.72000000,505.48000000,1502.98000000,8745.00000000,0.00000000,635.74000000,3507.95000000,8109.25000000,0.00000000,10117.72000000,0.00000000,0.00000000,10117.72000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6281,2025,9,19,16,0,262,960,60,10209.63000000,492.97000000,867.05000000,8849.61000000,0.00000000,0.00000000,3507.95000000,8849.61000000,0.00000000,10209.63000000,0.00000000,0.00000000,10209.63000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6282,2025,9,19,17,0,262,1020,60,10395.67000000,479.71000000,330.74000000,9585.22000000,0.00000000,0.00000000,3507.95000000,9585.22000000,0.00000000,10395.67000000,0.00000000,0.00000000,10395.67000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6283,2025,9,19,18,0,262,1080,60,10654.61000000,466.90000000,0.40000000,9936.00000000,0.00000000,0.00000000,3507.95000000,10187.30000000,0.00000000,10403.30000000,251.31000000,0.00000000,10654.61000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6284,2025,9,19,19,0,262,1140,60,10895.44000000,455.66000000,0.00000000,9239.79000000,1200.00000000,0.00000000,2144.31000000,10439.79000000,0.00000000,10895.44000000,0.00000000,0.00000000,10895.44000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6285,2025,9,19,20,0,262,1200,60,10995.32000000,446.95000000,0.00000000,9348.38000000,1200.00000000,0.00000000,780.68000000,10548.38000000,0.00000000,10995.32000000,0.00000000,0.00000000,10995.32000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6286,2025,9,19,21,0,262,1260,60,10895.42000000,441.51000000,0.00000000,9936.00000000,0.00000000,0.00000000,780.68000000,10453.91000000,0.00000000,10377.51000000,517.91000000,0.00000000,10895.42000000,0.00000000,2,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6287,2025,9,19,22,0,262,1320,60,10654.44000000,439.81000000,0.00000000,9936.00000000,0.00000000,0.00000000,780.68000000,10214.63000000,0.00000000,10375.81000000,278.63000000,0.00000000,10654.44000000,0.00000000,2,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6288,2025,9,19,23,0,262,1380,60,10394.80000000,442.02000000,0.00000000,9936.00000000,0.00000000,0.00000000,780.68000000,9952.79000000,0.00000000,10378.02000000,16.78000000,0.00000000,10394.80000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6289,2025,9,20,0,0,263,0,60,9427.90000000,317.86000000,0.00000000,9110.05000000,0.00000000,0.00000000,780.68000000,9110.05000000,0.00000000,9427.90000000,0.00000000,0.00000000,9427.90000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6290,2025,9,20,1,0,263,60,60,9345.00000000,336.08000000,0.00000000,9008.92000000,0.00000000,0.00000000,780.68000000,9008.92000000,0.00000000,9345.00000000,0.00000000,0.00000000,9345.00000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6291,2025,9,20,2,0,263,120,60,9283.65000000,358.34000000,0.00000000,8925.31000000,0.00000000,0.00000000,780.68000000,8925.31000000,0.00000000,9283.65000000,0.00000000,0.00000000,9283.65000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6292,2025,9,20,3,0,263,180,60,9269.03000000,383.51000000,0.00000000,8885.52000000,0.00000000,0.00000000,780.68000000,8885.52000000,0.00000000,9269.03000000,0.00000000,0.00000000,9269.03000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6293,2025,9,20,4,0,263,240,60,9319.05000000,410.30000000,0.00000000,8908.75000000,0.00000000,0.00000000,780.68000000,8908.75000000,0.00000000,9319.05000000,0.00000000,0.00000000,9319.05000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6294,2025,9,20,5,0,263,300,60,9438.46000000,437.33000000,0.00000000,9001.12000000,0.00000000,0.00000000,780.68000000,9001.12000000,0.00000000,9438.46000000,0.00000000,0.00000000,9438.46000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6295,2025,9,20,6,0,263,360,60,9614.60000000,463.22000000,0.00000000,9151.38000000,0.00000000,0.00000000,780.68000000,9151.38000000,0.00000000,9614.60000000,0.00000000,0.00000000,9614.60000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6296,2025,9,20,7,0,263,420,60,9812.99000000,486.64000000,325.87000000,9000.48000000,0.00000000,0.00000000,780.68000000,9000.48000000,0.00000000,9812.99000000,0.00000000,0.00000000,9812.99000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6297,2025,9,20,8,0,263,480,60,9979.94000000,506.48000000,888.12000000,8585.34000000,0.00000000,0.00000000,780.68000000,8585.34000000,0.00000000,9979.94000000,0.00000000,0.00000000,9979.94000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6298,2025,9,20,9,0,263,540,60,10063.49000000,521.83000000,1449.01000000,8092.65000000,0.00000000,0.00000000,780.68000000,8092.65000000,0.00000000,10063.49000000,0.00000000,0.00000000,10063.49000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6299,2025,9,20,10,0,263,600,60,10045.09000000,532.09000000,1848.79000000,7664.21000000,0.00000000,0.00000000,780.68000000,7664.21000000,0.00000000,10045.09000000,0.00000000,0.00000000,10045.09000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6300,2025,9,20,11,0,263,660,60,9952.93000000,536.98000000,2131.71000000,8077.16000000,0.00000000,792.93000000,1478.46000000,7284.23000000,0.00000000,9952.93000000,0.00000000,0.00000000,9952.93000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6301,2025,9,20,12,0,263,720,60,9840.75000000,536.57000000,2339.26000000,7809.73000000,0.00000000,844.82000000,2221.89000000,6964.92000000,0.00000000,9840.75000000,0.00000000,0.00000000,9840.75000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6302,2025,9,20,13,0,263,780,60,9753.31000000,531.25000000,2316.72000000,7744.52000000,0.00000000,839.18000000,2960.37000000,6905.33000000,0.00000000,9753.31000000,0.00000000,0.00000000,9753.31000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6303,2025,9,20,14,0,263,840,60,9712.01000000,521.71000000,1946.34000000,7990.54000000,0.00000000,746.59000000,3617.37000000,7243.95000000,0.00000000,9712.01000000,0.00000000,0.00000000,9712.01000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6304,2025,9,20,15,0,263,900,60,9728.05000000,508.90000000,1376.39000000,8446.86000000,0.00000000,604.10000000,4148.97000000,7842.76000000,0.00000000,9728.05000000,0.00000000,0.00000000,9728.05000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6305,2025,9,20,16,0,263,960,60,9819.96000000,493.94000000,817.20000000,8508.83000000,0.00000000,0.00000000,4148.97000000,8508.83000000,0.00000000,9819.96000000,0.00000000,0.00000000,9819.96000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6306,2025,9,20,17,0,263,1020,60,10006.00000000,478.03000000,325.87000000,9202.10000000,0.00000000,0.00000000,4148.97000000,9202.10000000,0.00000000,10006.00000000,0.00000000,0.00000000,10006.00000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6307,2025,9,20,18,0,263,1080,60,10264.94000000,462.43000000,0.00000000,9802.51000000,0.00000000,0.00000000,4148.97000000,9802.51000000,0.00000000,10264.94000000,0.00000000,0.00000000,10264.94000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6308,2025,9,20,19,0,263,1140,60,10505.78000000,448.27000000,0.00000000,8857.50000000,1200.00000000,0.00000000,2785.34000000,10057.50000000,0.00000000,10505.78000000,0.00000000,0.00000000,10505.78000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6309,2025,9,20,20,0,263,1200,60,10605.66000000,436.58000000,0.00000000,8969.08000000,1200.00000000,0.00000000,1421.70000000,10169.08000000,0.00000000,10605.66000000,0.00000000,0.00000000,10605.66000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6310,2025,9,20,21,0,263,1260,60,10505.75000000,428.12000000,0.00000000,8877.63000000,1200.00000000,0.00000000,58.06000000,10077.63000000,0.00000000,10505.75000000,0.00000000,0.00000000,10505.75000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6311,2025,9,20,22,0,263,1320,60,10264.77000000,423.42000000,0.00000000,9841.35000000,0.00000000,0.00000000,58.06000000,9841.35000000,0.00000000,10264.77000000,0.00000000,0.00000000,10264.77000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6312,2025,9,20,23,0,263,1380,60,10005.14000000,422.67000000,0.00000000,9582.47000000,0.00000000,0.00000000,58.06000000,9582.47000000,0.00000000,10005.14000000,0.00000000,0.00000000,10005.14000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6313,2025,9,21,0,0,264,0,60,9438.11000000,278.60000000,0.00000000,9159.50000000,0.00000000,0.00000000,58.06000000,9159.50000000,0.00000000,9438.11000000,0.00000000,0.00000000,9438.11000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6314,2025,9,21,1,0,264,60,60,9355.20000000,298.20000000,0.00000000,9057.00000000,0.00000000,0.00000000,58.06000000,9057.00000000,0.00000000,9355.20000000,0.00000000,0.00000000,9355.20000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6315,2025,9,21,2,0,264,120,60,9293.85000000,321.51000000,0.00000000,8972.34000000,0.00000000,0.00000000,58.06000000,8972.34000000,0.00000000,9293.85000000,0.00000000,0.00000000,9293.85000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6316,2025,9,21,3,0,264,180,60,9279.23000000,347.39000000,0.00000000,8931.84000000,0.00000000,0.00000000,58.06000000,8931.84000000,0.00000000,9279.23000000,0.00000000,0.00000000,9279.23000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6317,2025,9,21,4,0,264,240,60,9329.26000000,374.54000000,0.00000000,8954.71000000,0.00000000,0.00000000,58.06000000,8954.71000000,0.00000000,9329.26000000,0.00000000,0.00000000,9329.26000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6318,2025,9,21,5,0,264,300,60,9448.66000000,401.57000000,0.00000000,9047.09000000,0.00000000,0.00000000,58.06000000,9047.09000000,0.00000000,9448.66000000,0.00000000,0.00000000,9448.66000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6319,2025,9,21,6,0,264,360,60,9624.80000000,427.10000000,0.00000000,9197.70000000,0.00000000,0.00000000,58.06000000,9197.70000000,0.00000000,9624.80000000,0.00000000,0.00000000,9624.80000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6320,2025,9,21,7,0,264,420,60,9823.19000000,449.82000000,320.16000000,9053.22000000,0.00000000,0.00000000,58.06000000,9053.22000000,0.00000000,9823.19000000,0.00000000,0.00000000,9823.19000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6321,2025,9,21,8,0,264,480,60,9990.14000000,468.60000000,836.54000000,8685.00000000,0.00000000,0.00000000,58.06000000,8685.00000000,0.00000000,9990.14000000,0.00000000,0.00000000,9990.14000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6322,2025,9,21,9,0,264,540,60,10073.70000000,482.58000000,1320.57000000,8270.55000000,0.00000000,0.00000000,58.06000000,8270.55000000,0.00000000,10073.70000000,0.00000000,0.00000000,10073.70000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6323,2025,9,21,10,0,264,600,60,10055.29000000,491.15000000,1747.82000000,7816.32000000,0.00000000,0.00000000,58.06000000,7816.32000000,0.00000000,10055.29000000,0.00000000,0.00000000,10055.29000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6324,2025,9,21,11,0,264,660,60,9963.13000000,494.07000000,2142.98000000,8121.82000000,0.00000000,795.74000000,758.32000000,7326.08000000,0.00000000,9963.13000000,0.00000000,0.00000000,9963.13000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6325,2025,9,21,12,0,264,720,60,9850.96000000,491.43000000,2351.43000000,7855.95000000,0.00000000,847.86000000,1504.43000000,7008.09000000,0.00000000,9850.96000000,0.00000000,0.00000000,9850.96000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6326,2025,9,21,13,0,264,780,60,9763.51000000,483.66000000,2199.89000000,7889.93000000,0.00000000,809.97000000,2217.21000000,7079.96000000,0.00000000,9763.51000000,0.00000000,0.00000000,9763.51000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6327,2025,9,21,14,0,264,840,60,9722.22000000,471.48000000,1777.79000000,8177.39000000,0.00000000,704.45000000,2837.12000000,7472.94000000,0.00000000,9722.22000000,0.00000000,0.00000000,9722.22000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6328,2025,9,21,15,0,264,900,60,9738.25000000,455.87000000,1298.31000000,8568.65000000,0.00000000,584.58000000,3351.55000000,7984.07000000,0.00000000,9738.25000000,0.00000000,0.00000000,9738.25000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6329,2025,9,21,16,0,264,960,60,9830.17000000,438.00000000,814.90000000,8577.27000000,0.00000000,0.00000000,3351.55000000,8577.27000000,0.00000000,9830.17000000,0.00000000,0.00000000,9830.17000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6330,2025,9,21,17,0,264,1020,60,10016.21000000,419.11000000,320.16000000,9276.94000000,0.00000000,0.00000000,3351.55000000,9276.94000000,0.00000000,10016.21000000,0.00000000,0.00000000,10016.21000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6331,2025,9,21,18,0,264,1080,60,10275.14000000,400.48000000,0.00000000,9874.66000000,0.00000000,0.00000000,3351.55000000,9874.66000000,0.00000000,10275.14000000,0.00000000,0.00000000,10275.14000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6332,2025,9,21,19,0,264,1140,60,10515.98000000,383.32000000,0.00000000,8932.66000000,1200.00000000,0.00000000,1987.92000000,10132.66000000,0.00000000,10515.98000000,0.00000000,0.00000000,10515.98000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6333,2025,9,21,20,0,264,1200,60,10615.86000000,368.68000000,0.00000000,9047.18000000,1200.00000000,0.00000000,624.28000000,10247.18000000,0.00000000,10615.86000000,0.00000000,0.00000000,10615.86000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6334,2025,9,21,21,0,264,1260,60,10515.95000000,357.36000000,0.00000000,9936.00000000,0.00000000,0.00000000,624.28000000,10158.59000000,0.00000000,10293.36000000,222.59000000,0.00000000,10515.95000000,0.00000000,2,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6335,2025,9,21,22,0,264,1320,60,10274.98000000,349.94000000,0.00000000,9925.04000000,0.00000000,0.00000000,624.28000000,9925.04000000,0.00000000,10274.98000000,0.00000000,0.00000000,10274.98000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6336,2025,9,21,23,0,264,1380,60,10015.34000000,346.63000000,0.00000000,9668.71000000,0.00000000,0.00000000,624.28000000,9668.71000000,0.00000000,10015.34000000,0.00000000,0.00000000,10015.34000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6337,2025,9,22,0,0,265,0,60,9848.18000000,223.40000000,0.00000000,9624.78000000,0.00000000,0.00000000,624.28000000,9624.78000000,0.00000000,9848.18000000,0.00000000,0.00000000,9848.18000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6338,2025,9,22,1,0,265,60,60,9765.28000000,243.36000000,0.00000000,9521.92000000,0.00000000,0.00000000,624.28000000,9521.92000000,0.00000000,9765.28000000,0.00000000,0.00000000,9765.28000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6339,2025,9,22,2,0,265,120,60,9703.92000000,266.66000000,0.00000000,9437.26000000,0.00000000,0.00000000,624.28000000,9437.26000000,0.00000000,9703.92000000,0.00000000,0.00000000,9703.92000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6340,2025,9,22,3,0,265,180,60,9689.31000000,292.19000000,0.00000000,9397.12000000,0.00000000,0.00000000,624.28000000,9397.12000000,0.00000000,9689.31000000,0.00000000,0.00000000,9689.31000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6341,2025,9,22,4,0,265,240,60,9739.33000000,318.63000000,0.00000000,9420.70000000,0.00000000,0.00000000,624.28000000,9420.70000000,0.00000000,9739.33000000,0.00000000,0.00000000,9739.33000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6342,2025,9,22,5,0,265,300,60,9858.73000000,344.61000000,0.00000000,9514.12000000,0.00000000,0.00000000,624.28000000,9514.12000000,0.00000000,9858.73000000,0.00000000,0.00000000,9858.73000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6343,2025,9,22,6,0,265,360,60,10034.87000000,368.76000000,0.00000000,9666.12000000,0.00000000,0.00000000,624.28000000,9666.12000000,0.00000000,10034.87000000,0.00000000,0.00000000,10034.87000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6344,2025,9,22,7,0,265,420,60,10233.26000000,389.79000000,297.27000000,9546.20000000,0.00000000,0.00000000,624.28000000,9546.20000000,0.00000000,10233.26000000,0.00000000,0.00000000,10233.26000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6345,2025,9,22,8,0,265,480,60,10400.22000000,406.61000000,758.26000000,9235.35000000,0.00000000,0.00000000,624.28000000,9235.35000000,0.00000000,10400.22000000,0.00000000,0.00000000,10400.22000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6346,2025,9,22,9,0,265,540,60,10483.77000000,418.35000000,1246.37000000,8819.05000000,0.00000000,0.00000000,624.28000000,8819.05000000,0.00000000,10483.77000000,0.00000000,0.00000000,10483.77000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6347,2025,9,22,10,0,265,600,60,10465.37000000,424.47000000,1759.74000000,8281.15000000,0.00000000,0.00000000,624.28000000,8281.15000000,0.00000000,10465.37000000,0.00000000,0.00000000,10465.37000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6348,2025,9,22,11,0,265,660,60,10373.20000000,424.75000000,2158.78000000,8589.36000000,0.00000000,799.70000000,1328.01000000,7789.67000000,0.00000000,10373.20000000,0.00000000,0.00000000,10373.20000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6349,2025,9,22,12,0,265,720,60,10261.03000000,419.32000000,2235.07000000,8425.41000000,0.00000000,818.77000000,2048.53000000,7606.64000000,0.00000000,10261.03000000,0.00000000,0.00000000,10261.03000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6350,2025,9,22,13,0,265,780,60,10173.59000000,408.63000000,2010.47000000,8517.10000000,0.00000000,762.62000000,2719.63000000,7754.49000000,0.00000000,10173.59000000,0.00000000,0.00000000,10173.59000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6351,2025,9,22,14,0,265,840,60,10132.29000000,393.47000000,1681.70000000,8737.54000000,0.00000000,680.43000000,3318.40000000,8057.11000000,0.00000000,10132.29000000,0.00000000,0.00000000,10132.29000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6352,2025,9,22,15,0,265,900,60,10148.32000000,374.84000000,1304.21000000,9055.33000000,0.00000000,586.05000000,3834.13000000,8469.27000000,0.00000000,10148.32000000,0.00000000,0.00000000,10148.32000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6353,2025,9,22,16,0,265,960,60,10240.24000000,353.96000000,814.20000000,9072.08000000,0.00000000,0.00000000,3834.13000000,9072.08000000,0.00000000,10240.24000000,0.00000000,0.00000000,10240.24000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6354,2025,9,22,17,0,265,1020,60,10426.28000000,332.12000000,297.27000000,9796.89000000,0.00000000,0.00000000,3834.13000000,9796.89000000,0.00000000,10426.28000000,0.00000000,0.00000000,10426.28000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6355,2025,9,22,18,0,265,1080,60,10685.21000000,310.64000000,0.00000000,9936.00000000,0.00000000,0.00000000,3834.13000000,10374.58000000,0.00000000,10246.64000000,438.57000000,0.00000000,10685.21000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6356,2025,9,22,19,0,265,1140,60,10926.05000000,290.75000000,0.00000000,9435.30000000,1200.00000000,0.00000000,2470.49000000,10635.30000000,0.00000000,10926.05000000,0.00000000,0.00000000,10926.05000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6357,2025,9,22,20,0,265,1200,60,11025.93000000,273.55000000,0.00000000,9552.38000000,1200.00000000,0.00000000,1106.86000000,10752.38000000,0.00000000,11025.93000000,0.00000000,0.00000000,11025.93000000,0.00000000,1,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6358,2025,9,22,21,0,265,1260,60,10926.03000000,259.90000000,0.00000000,9936.00000000,0.00000000,0.00000000,1106.86000000,10666.13000000,0.00000000,10195.90000000,730.13000000,0.00000000,10926.03000000,0.00000000,2,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6359,2025,9,22,22,0,265,1320,60,10685.05000000,250.37000000,0.00000000,9936.00000000,0.00000000,0.00000000,1106.86000000,10434.68000000,0.00000000,10186.37000000,498.68000000,0.00000000,10685.05000000,0.00000000,2,3,3,1.60000000,720.00000000,3,1.60000000,720.00000000,2
6360,2025,9,22,23,0,265,1380,60,10425.41000000,245.23000000,0.00000000,9936.00000000,0.00000000,0.00000000,1106.86000000,10180.18000000,0.00000000,10181.23000000,244.18000000,0.00000000,10425.41000000,0.00000000,2,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6361,2025,9,23,0,0,266,0,60,9858.12000000,187.51000000,0.00000000,9670.60000000,0.00000000,0.00000000,1106.86000000,9670.60000000,0.00000000,9858.12000000,0.00000000,0.00000000,9858.12000000,0.00000000,1,3,2,1.00000000,450.00000000,2,1.00000000,450.00000000,2
6362,2025,9,23,1,0,266,60,60,9775.21000000,206.76000000,0.00000000,9568.45000000,0.00000000,0.00000000,1106.86000000,9568.45000000,0.00000000,9775.21000000,0.00000000,0.00000000,9775.21000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6363,2025,9,23,2,0,266,120,60,9713.86000000,229.02000000,0.00000000,9484.84000000,0.00000000,0.00000000,1106.86000000,9484.84000000,0.00000000,9713.86000000,0.00000000,0.00000000,9713.86000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6364,2025,9,23,3,0,266,180,60,9699.24000000,253.17000000,0.00000000,9446.08000000,0.00000000,0.00000000,1106.86000000,9446.08000000,0.00000000,9699.24000000,0.00000000,0.00000000,9699.24000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
6365,2025,9,23,4,0,266,240,60,9749.27000000,277.92000000,0.00000000,9471.35000000,0.00000000,0.00000000,1106.86000000,9471.35000000,0.00000000,9749.27000000,0.00000000,0.00000000,9749.27000000,0.00000000,1,3,1,0.40000000,180.00000000,1,0.40000000,180.00000000,2
